#ZEITBEREICH: 08.06.2015 bis 08.06.2016
Datum;Zeit;AABU NO2 AM1H [µg/m³];BIEL NO2 AM1H [µg/m³];BONN NO2 AM1H [µg/m³];BORG NO2 AM1H [µg/m³];BOTT NO2 AM1H [µg/m³];CHOR NO2 AM1H [µg/m³];DATT NO2 AM1H [µg/m³];DDCS NO2 AM1H [µg/m³];DMD2 NO2 AM1H [µg/m³];DUB2 NO2 AM1H [µg/m³];EIFE NO2 AM1H [µg/m³];ELAN NO2 AM1H [µg/m³];EVOG NO2 AM1H [µg/m³];GELS NO2 AM1H [µg/m³];HATT NO2 AM1H [µg/m³];HUE2 NO2 AM1H [µg/m³];JACK NO2 AM1H [µg/m³];JHNK NO2 AM1H [µg/m³];KRHA NO2 AM1H [µg/m³];LEV2 NO2 AM1H [µg/m³];LOER NO2 AM1H [µg/m³];MSGE NO2 AM1H [µg/m³];NETT NO2 AM1H [µg/m³];NIED NO2 AM1H [µg/m³];RAT2 NO2 AM1H [µg/m³];RODE NO2 AM1H [µg/m³];ROTH NO2 AM1H [µg/m³];SHW2 NO2 AM1H [µg/m³];SOES NO2 AM1H [µg/m³];SOLI NO2 AM1H [µg/m³];STYR NO2 AM1H [µg/m³];UNNA NO2 AM1H [µg/m³];VACW NO2 AM1H [µg/m³];VBID NO2 AM1H [µg/m³];VDOM NO2 AM1H [µg/m³];VDOR NO2 AM1H [µg/m³];VDUI NO2 AM1H [µg/m³];VEAE NO2 AM1H [µg/m³];VESN NO2 AM1H [µg/m³];VGES NO2 AM1H [µg/m³];VGLG NO2 AM1H [µg/m³];VHAM NO2 AM1H [µg/m³];VKCL NO2 AM1H [µg/m³];VKTU NO2 AM1H [µg/m³];VLEG NO2 AM1H [µg/m³];VMGF NO2 AM1H [µg/m³];VMGR NO2 AM1H [µg/m³];VMS2 NO2 AM1H [µg/m³];VOBM NO2 AM1H [µg/m³];VWEL NO2 AM1H [µg/m³];WALS NO2 AM1H [µg/m³];WAST NO2 AM1H [µg/m³];WESE NO2 AM1H [µg/m³];WULA NO2 AM1H [µg/m³]
21.03.2016;14:00;<10;12;29;<10;<10;14;<10;;20;21;<10;43;;14;22;16;;<10;24;32;;<10;<10;10;;45;<10;18;<10;25;15;<10;101;40;71;39;40;73;49;60;<10;67;83;62;62;;23;48;89;77;<10;<10;16;15
21.03.2016;15:00;<10;15;36;10;12;21;<10;88;23;22;<10;75;26;21;30;14;12;<10;15;22;;<10;<10;12;21;44;<10;15;<10;27;33;11;104;51;92;54;36;64;63;63;18;65;103;65;94;33;18;52;104;83;<10;<10;16;18
21.03.2016;16:00;<10;18;35;19;17;11;<10;105;27;21;<10;82;30;25;34;17;14;<10;25;26;;<10;13;;18;40;<10;21;<10;35;29;15;115;48;88;50;43;69;64;49;14;53;;60;100;39;25;73;93;92;12;14;23;23
21.03.2016;17:00;<10;16;39;29;;12;15;113;37;37;<10;80;32;34;50;19;14;11;25;25;;17;17;18;24;43;<10;29;<10;28;24;19;118;42;102;64;51;77;;68;19;62;105;59;;43;31;79;107;108;20;;20;32
21.03.2016;18:00;12;<10;37;;27;15;22;115;41;42;<10;87;37;40;52;20;18;20;29;23;;26;22;22;33;56;<10;33;11;32;30;20;106;32;100;68;62;79;69;67;24;71;99;52;96;58;37;64;90;95;24;16;20;29
21.03.2016;19:00;16;10;40;29;34;25;20;106;37;48;<10;94;47;40;43;20;22;28;34;31;;27;13;29;41;68;<10;37;19;42;;;109;35;83;66;67;48;64;55;26;62;102;69;94;46;39;54;60;89;29;18;32;44
21.03.2016;20:00;17;14;38;28;40;23;24;97;46;49;<10;84;51;50;36;18;22;26;24;28;;23;<10;36;42;58;16;46;24;42;58;37;90;41;70;64;61;;60;61;;65;91;70;96;41;39;55;61;84;32;22;25;50
21.03.2016;21:00;19;16;34;11;32;22;27;84;48;40;11;61;34;35;33;20;24;19;21;21;;19;<10;42;30;45;16;;32;40;44;43;63;30;71;62;48;42;61;51;27;63;76;55;68;35;30;36;58;82;23;25;15;
21.03.2016;22:00;19;14;42;<10;21;20;17;60;27;20;12;37;24;20;27;25;26;18;25;17;;<10;12;27;26;47;15;31;33;31;28;32;56;;45;37;27;34;39;34;17;56;61;53;58;23;20;21;;67;14;23;13;39
21.03.2016;23:00;15;11;42;<10;15;12;<10;50;31;17;14;39;15;;16;27;17;13;12;17;;<10;<10;14;20;45;15;23;;24;29;20;48;22;40;20;21;25;30;22;11;45;52;43;45;21;17;17;33;52;<10;17;14;28
21.03.2016;24:00;11;<10;30;<10;15;<10;<10;40;19;21;14;32;16;<10;<10;18;12;12;11;12;;<10;<10;17;12;28;13;17;<10;13;21;13;35;12;33;18;19;24;26;15;<10;29;34;28;37;13;;12;23;44;;<10;14;24
22.03.2016;01:00;<10;<10;16;<10;<10;<10;<10;29;12;21;<10;18;16;<10;<10;11;<10;<10;13;;;<10;;15;19;23;<10;10;<10;12;15;<10;24;<10;21;18;;22;21;;<10;16;34;21;31;11;12;14;16;25;<10;<10;16;21
22.03.2016;02:00;<10;<10;16;<10;10;;<10;22;;18;<10;31;13;<10;<10;<10;<10;<10;10;<10;;<10;11;<10;17;15;<10;<10;<10;15;23;<10;25;<10;15;15;22;18;20;16;<10;15;32;18;29;13;<10;<10;19;26;<10;<10;14;14
22.03.2016;03:00;;<10;14;<10;14;<10;;26;<10;20;<10;36;16;<10;<10;<10;<10;<10;12;<10;;<10;<10;13;13;13;<10;11;<10;16;31;<10;;<10;14;11;24;18;19;23;<10;19;32;17;30;<10;<10;<10;21;37;11;<10;14;18
22.03.2016;04:00;<10;<10;10;<10;16;<10;<10;27;<10;;<10;31;20;16;<10;<10;10;<10;;11;;<10;<10;<10;15;15;<10;12;<10;15;29;<10;23;<10;;14;30;20;21;27;14;26;29;19;30;12;<10;<10;32;43;17;<10;13;24
22.03.2016;05:00;<10;<10;12;11;21;<10;12;33;18;29;<10;36;31;22;14;;10;13;15;<10;;<10;<10;13;19;24;<10;21;<10;18;31;13;24;<10;30;29;30;32;33;29;17;31;47;23;48;16;13;;35;38;18;<10;12;32
22.03.2016;06:00;<10;<10;21;19;25;14;15;50;27;33;<10;50;42;36;20;14;12;20;21;14;;<10;<10;23;21;47;<10;25;<10;24;35;23;43;16;49;37;44;42;31;50;25;49;63;38;62;26;22;19;49;54;15;<10;;37
22.03.2016;07:00;14;<10;38;20;27;19;16;81;36;41;<10;69;49;42;25;26;18;27;31;22;;;15;33;33;64;<10;38;14;34;48;34;54;24;56;;62;50;51;54;28;64;78;49;69;33;26;33;68;69;17;13;15;40
22.03.2016;08:00;20;;46;22;33;29;19;90;45;55;<10;;52;45;27;28;22;26;37;26;;17;17;38;52;67;<10;45;23;44;56;40;97;27;65;64;61;59;55;65;33;55;100;62;74;39;30;56;70;67;22;18;18;48
22.03.2016;09:00;17;23;37;17;30;22;19;103;44;52;<10;77;50;45;32;27;21;21;34;27;;10;;35;45;53;11;43;33;45;51;38;78;33;69;63;66;57;63;60;25;55;94;64;66;34;28;50;85;83;20;18;27;48
22.03.2016;10:00;17;16;29;14;22;18;15;91;33;33;<10;70;35;25;38;23;20;19;33;26;;<10;;25;31;47;11;41;24;;46;29;100;34;64;53;54;50;68;61;17;51;86;65;73;42;27;56;83;65;18;23;23;49
22.03.2016;11:00;16;20;25;14;17;13;11;75;28;30;<10;69;33;23;38;23;19;16;28;22;22;<10;;19;31;;;30;18;40;43;19;86;33;54;46;50;54;54;62;20;;99;53;68;36;;42;68;75;14;13;20;44
22.03.2016;12:00;12;22;27;12;18;15;<10;85;26;31;<10;;32;24;30;25;18;;31;20;21;<10;20;10;26;38;;23;10;32;33;14;84;48;74;43;48;59;54;46;16;51;80;39;58;34;;46;66;63;21;<10;16;35
22.03.2016;13:00;15;17;24;<10;12;13;<10;82;25;29;<10;40;23;21;18;26;18;;29;18;17;<10;14;12;20;27;<10;20;10;29;22;13;79;49;54;36;44;56;38;54;13;60;66;43;57;42;;44;74;73;25;12;<10;24
22.03.2016;14:00;20;22;24;<10;12;13;<10;78;20;25;11;45;28;21;18;21;14;;22;18;14;<10;10;<10;18;29;<10;17;<10;29;32;12;88;49;51;35;41;57;41;60;12;45;73;46;56;28;;58;70;39;14;20;11;20
22.03.2016;15:00;21;17;24;10;11;13;<10;;22;27;15;51;;17;17;18;;;34;19;15;<10;11;11;;29;<10;16;<10;42;33;15;89;47;57;41;41;61;46;44;11;51;49;52;78;;22;63;79;65;15;13;<10;20
22.03.2016;16:00;20;24;28;<10;<10;18;<10;99;28;21;11;54;24;26;23;23;13;17;36;30;20;<10;13;10;27;42;<10;20;<10;37;36;18;111;69;70;47;51;75;50;60;14;54;102;57;63;36;25;63;100;70;13;17;12;27
22.03.2016;17:00;27;25;36;<10;11;18;<10;106;33;27;<10;54;27;31;21;30;14;15;33;32;34;<10;22;;29;63;<10;19;18;40;38;17;111;83;64;35;46;88;41;57;13;44;;67;101;39;29;61;93;71;14;26;12;24
22.03.2016;18:00;21;44;48;<10;;22;<10;117;27;29;13;56;34;30;18;26;30;14;35;40;30;13;21;15;26;66;<10;25;28;46;34;18;95;87;66;41;49;89;;49;16;62;90;68;;35;22;66;66;57;19;;12;18
22.03.2016;19:00;25;39;44;;16;18;<10;111;22;25;13;46;31;20;22;25;20;16;31;36;21;11;33;11;35;55;10;17;24;38;28;34;103;45;66;34;47;70;37;51;18;44;107;60;83;58;33;48;54;65;<10;24;10;21
22.03.2016;20:00;22;30;35;<10;20;16;<10;97;13;33;<10;37;31;12;17;25;22;32;40;42;29;11;30;11;24;40;<10;17;11;36;;;98;51;50;32;35;70;33;46;14;36;88;46;88;52;39;41;44;57;<10;16;11;20
22.03.2016;21:00;22;34;33;<10;15;16;<10;86;22;26;<10;26;28;11;16;20;21;22;24;45;20;<10;26;11;19;38;<10;16;<10;15;21;18;69;44;57;28;33;;27;31;;26;80;48;78;38;24;35;46;59;<10;13;11;16
22.03.2016;22:00;19;30;32;<10;15;18;<10;69;13;30;<10;23;30;<10;12;21;18;16;20;28;16;<10;24;<10;23;31;<10;;<10;10;16;16;64;36;37;25;32;48;26;25;<10;27;47;43;57;33;17;28;40;48;<10;<10;<10;
22.03.2016;23:00;16;22;34;<10;13;19;<10;67;<10;24;<10;22;26;<10;<10;19;20;13;24;22;15;<10;16;<10;22;34;<10;<10;<10;11;16;15;49;;43;28;45;38;25;35;<10;26;44;40;49;24;17;21;;35;<10;<10;<10;<10
22.03.2016;24:00;17;15;26;<10;<10;18;<10;46;<10;24;<10;14;24;;<10;15;11;11;24;18;17;<10;15;<10;18;29;<10;<10;;<10;11;14;45;25;30;20;28;27;19;13;<10;15;46;36;38;22;13;11;20;29;<10;<10;<10;<10
23.03.2016;01:00;14;10;17;<10;<10;19;<10;37;<10;25;<10;10;24;<10;<10;<10;<10;<10;20;21;<10;<10;<10;<10;20;19;<10;<10;<10;10;<10;<10;30;16;17;10;11;25;17;<10;<10;16;38;29;35;17;10;<10;17;28;;<10;<10;<10
23.03.2016;02:00;<10;<10;16;<10;<10;14;<10;35;<10;27;<10;<10;23;<10;<10;<10;<10;<10;13;;<10;<10;<10;<10;11;16;<10;<10;<10;<10;<10;<10;19;<10;19;15;;25;16;;<10;<10;36;25;26;11;<10;<10;19;15;<10;<10;<10;<10
23.03.2016;03:00;<10;<10;20;<10;<10;;<10;34;;18;<10;<10;28;<10;<10;<10;<10;<10;12;<10;18;<10;<10;<10;12;21;<10;<10;<10;<10;<10;<10;18;<10;15;14;15;29;15;16;<10;<10;37;26;32;<10;<10;<10;<10;19;<10;<10;<10;<10
23.03.2016;04:00;;<10;17;<10;<10;11;;37;15;20;<10;10;23;<10;<10;<10;<10;<10;22;<10;13;<10;<10;<10;16;18;<10;<10;<10;<10;<10;<10;;<10;18;10;36;29;19;22;<10;11;25;22;32;19;11;11;16;14;<10;<10;<10;<10
23.03.2016;05:00;18;<10;17;<10;<10;<10;<10;28;22;;<10;18;23;18;13;<10;<10;<10;;<10;<10;<10;<10;<10;18;23;<10;12;<10;<10;14;<10;27;13;;16;34;32;23;28;<10;30;53;25;44;17;11;11;29;20;<10;<10;<10;<10
23.03.2016;06:00;15;11;25;<10;14;<10;<10;46;23;24;<10;32;35;23;17;;<10;12;22;<10;<10;<10;14;<10;23;31;<10;20;<10;11;29;13;34;37;43;25;48;59;31;48;<10;56;53;31;59;23;15;;51;43;11;12;<10;<10
23.03.2016;07:00;13;18;29;<10;17;<10;<10;94;39;31;<10;45;37;39;37;14;13;17;38;28;13;<10;21;11;28;46;<10;26;<10;28;34;18;65;48;56;35;54;72;48;69;13;53;79;46;87;34;25;44;71;58;16;18;;12
23.03.2016;08:00;13;30;34;<10;20;17;<10;111;39;32;<10;54;45;40;38;21;<10;19;36;38;25;;29;14;40;54;<10;36;<10;58;42;23;93;65;66;;66;73;56;82;17;61;102;64;81;49;35;64;89;71;26;14;<10;18
23.03.2016;09:00;17;;31;<10;19;21;<10;96;32;42;<10;48;41;22;31;15;12;19;31;45;19;18;26;14;34;55;<10;39;<10;34;29;23;102;70;76;45;63;81;45;77;15;67;91;72;91;45;27;52;64;76;12;13;;18
23.03.2016;10:00;13;34;32;<10;14;20;<10;95;17;25;<10;33;31;14;19;12;15;15;29;37;12;13;16;<10;31;48;<10;18;<10;26;17;18;100;55;55;38;46;85;40;50;<10;54;90;64;72;39;22;51;59;63;<10;18;;14
23.03.2016;11:00;16;33;30;<10;13;17;<10;93;12;39;<10;40;19;<10;20;<10;12;15;26;28;;;<10;<10;31;40;<10;15;<10;;24;11;82;48;49;35;37;73;41;55;13;51;77;47;85;42;24;52;78;74;<10;;;12
23.03.2016;12:00;13;29;25;<10;11;19;<10;105;19;38;<10;43;26;11;19;<10;15;<10;24;32;16;;11;<10;33;;<10;13;<10;28;19;11;92;53;64;33;31;83;43;33;16;;87;46;87;36;22;47;62;57;<10;;;13
23.03.2016;13:00;12;27;28;<10;11;18;<10;102;22;23;<10;39;23;15;18;<10;16;10;25;23;17;;<10;<10;24;40;<10;15;<10;26;17;11;82;42;62;44;48;79;45;59;<10;41;80;51;93;35;22;52;76;65;<10;;;<10
23.03.2016;14:00;12;26;24;<10;11;18;<10;94;26;22;<10;47;24;<10;23;<10;<10;13;22;19;10;;<10;<10;23;40;<10;16;;20;19;12;;42;61;32;47;65;48;53;;54;80;48;79;34;20;50;77;58;13;16;;<10
23.03.2016;15:00;11;24;25;<10;<10;10;<10;91;20;19;<10;46;21;22;22;<10;<10;11;20;19;<10;<10;<10;<10;21;36;<10;15;<10;22;20;<10;84;46;63;37;35;62;44;66;;44;81;46;65;33;;39;69;82;14;14;<10;12
23.03.2016;16:00;14;25;30;<10;11;<10;<10;;24;18;<10;55;;21;25;<10;;;21;23;10;<10;<10;<10;;32;<10;11;<10;32;20;11;82;47;59;35;37;93;54;81;13;46;89;47;89;;17;49;64;71;17;12;<10;14
23.03.2016;17:00;15;34;33;<10;<10;<10;<10;106;21;21;<10;56;23;24;29;<10;13;<10;21;22;<10;10;11;<10;19;37;<10;11;<10;31;27;17;100;56;66;36;39;83;54;70;15;44;96;48;89;35;13;47;73;77;11;14;<10;13
23.03.2016;18:00;16;25;30;<10;12;<10;<10;114;22;20;<10;72;29;32;29;<10;18;<10;21;24;12;<10;13;;21;34;<10;19;<10;29;31;14;107;39;76;40;45;85;56;66;17;59;;48;103;35;19;44;72;85;16;17;12;22
23.03.2016;19:00;16;32;29;<10;;11;<10;101;23;26;<10;59;38;33;33;13;21;20;23;24;11;17;14;11;24;41;<10;18;<10;30;31;19;107;47;74;50;44;77;;69;23;76;76;55;;50;31;56;73;84;18;21;16;31
23.03.2016;20:00;26;31;32;;30;13;11;105;39;32;<10;54;58;21;33;19;17;20;40;33;13;33;21;11;28;41;<10;34;12;32;37;35;101;66;93;50;43;91;54;78;26;72;106;59;93;56;39;62;71;77;20;17;15;25
23.03.2016;21:00;25;26;39;<10;29;19;15;82;64;29;<10;59;56;37;43;15;22;22;37;32;22;20;14;16;30;55;<10;44;17;37;;;87;35;92;51;39;82;48;70;29;45;81;55;91;51;28;37;68;74;18;;10;17
23.03.2016;22:00;17;21;33;<10;19;11;13;65;55;31;<10;49;40;28;38;13;21;25;34;31;19;16;12;25;29;38;<10;52;13;32;28;37;69;22;82;57;44;;49;56;20;59;60;42;72;50;27;41;56;57;10;22;12;16
23.03.2016;23:00;11;25;29;<10;19;14;<10;79;31;39;<10;43;35;14;31;<10;18;28;36;23;21;16;11;15;30;34;<10;;13;18;23;26;63;31;66;39;49;42;48;49;20;45;45;46;56;57;41;35;58;43;18;19;14;
23.03.2016;24:00;17;24;27;<10;24;20;<10;66;25;30;<10;33;29;21;24;<10;16;28;41;27;33;19;13;<10;44;37;<10;24;15;15;34;25;52;;50;34;60;49;41;32;17;33;50;42;57;60;34;25;;46;47;11;11;21
24.03.2016;01:00;16;15;22;<10;20;22;11;70;25;34;<10;29;38;;22;<10;15;27;32;21;23;14;15;17;45;29;<10;21;<10;18;43;22;41;19;38;28;57;46;36;30;25;27;47;38;50;50;32;22;42;48;47;<10;14;19
24.03.2016;02:00;17;10;26;<10;21;24;15;50;21;30;<10;24;49;22;21;<10;15;19;33;39;18;14;13;18;47;35;<10;16;<10;18;40;19;35;14;30;25;37;45;31;35;51;22;54;41;60;35;22;21;43;34;;<10;<10;16
24.03.2016;03:00;18;12;28;<10;18;21;12;51;19;25;<10;31;35;28;17;<10;12;16;19;;25;14;12;24;48;38;<10;17;11;18;42;16;30;<10;30;23;;36;32;;27;23;54;40;51;30;15;24;43;23;35;<10;12;15
24.03.2016;04:00;16;<10;30;<10;18;;<10;50;;19;<10;46;32;36;21;<10;12;12;27;27;22;21;<10;25;55;35;<10;21;20;16;40;29;31;<10;28;34;51;39;27;50;29;27;55;37;57;24;20;21;50;42;35;<10;18;18
24.03.2016;05:00;;<10;28;<10;29;29;;65;32;29;<10;54;41;32;18;<10;11;15;26;40;27;21;11;28;52;42;<10;26;25;31;57;27;31;17;37;40;45;47;43;45;27;35;82;36;73;29;20;27;49;34;35;15;17;21
24.03.2016;06:00;<10;23;33;11;28;35;16;78;50;;<10;73;51;35;21;<10;16;17;;53;22;22;16;36;50;58;<10;30;26;50;54;30;41;52;;52;64;50;52;67;33;48;86;47;76;42;27;35;83;63;54;38;29;25
24.03.2016;07:00;16;38;45;19;29;47;31;113;62;64;<10;87;53;61;44;;27;39;41;56;36;27;20;46;60;60;<10;48;40;53;66;36;67;64;81;66;75;54;68;76;39;55;91;66;63;60;41;;105;78;49;42;47;52
24.03.2016;08:00;18;33;48;28;54;50;30;123;65;67;<10;88;64;60;41;35;36;40;56;69;53;52;17;40;58;60;<10;54;37;52;68;36;90;67;79;74;80;68;67;82;59;73;108;78;78;54;40;79;95;77;51;26;55;60
24.03.2016;09:00;18;19;43;31;70;33;27;127;71;70;<10;68;60;62;42;34;19;31;57;49;54;;18;35;61;62;10;56;31;56;60;34;85;46;88;;80;66;68;87;;74;124;80;87;41;31;83;102;77;52;22;36;64
24.03.2016;10:00;12;;32;29;59;19;36;98;65;59;<10;42;53;39;38;21;22;22;50;34;51;34;20;57;65;45;<10;49;22;55;42;50;90;31;81;77;74;63;60;84;;65;117;70;88;37;29;68;80;91;52;19;25;56
24.03.2016;11:00;20;22;31;27;57;28;50;90;49;47;<10;54;60;42;40;25;29;22;37;34;25;33;25;47;61;34;<10;44;;49;53;47;75;27;66;62;59;64;68;81;;68;103;72;76;48;35;79;89;88;43;22;26;43
24.03.2016;12:00;23;13;24;18;50;32;42;93;49;33;<10;45;50;41;40;23;25;22;32;44;;29;24;41;34;50;11;41;36;;48;36;85;25;62;62;48;58;63;73;;74;103;78;79;43;35;64;68;75;33;27;20;48
24.03.2016;13:00;22;12;30;19;41;25;43;95;51;33;<10;51;39;38;40;18;21;22;41;28;26;30;21;47;30;;12;50;29;35;26;35;76;19;60;57;46;56;58;70;53;;103;79;90;48;32;71;62;73;29;35;20;45
24.03.2016;14:00;23;12;27;19;37;22;43;86;45;34;<10;;33;32;36;16;26;26;27;24;27;31;18;42;27;38;12;36;27;25;32;34;83;23;67;53;46;42;46;59;40;54;100;62;76;49;36;76;77;77;32;27;23;40
24.03.2016;15:00;18;24;29;23;35;22;33;87;39;29;16;;32;30;34;20;21;21;51;26;27;32;13;43;27;42;11;32;23;32;27;35;;28;64;55;40;39;48;55;47;54;101;51;100;47;30;63;54;80;27;19;29;48
24.03.2016;16:00;20;26;36;23;30;27;31;86;37;30;<10;65;28;29;25;33;29;20;48;29;27;36;19;30;33;61;<10;33;26;34;25;29;94;29;57;54;49;38;55;62;39;62;95;66;97;48;;75;59;85;25;21;28;46
24.03.2016;17:00;23;35;39;24;30;30;30;;38;33;<10;68;;26;29;28;;;52;36;29;36;14;33;;46;13;32;27;38;27;30;84;48;62;60;49;39;45;63;39;65;103;72;103;;33;68;60;76;30;26;20;47
24.03.2016;18:00;17;36;39;29;37;42;30;120;38;39;<10;55;33;29;37;24;21;21;68;42;36;42;20;39;49;32;16;38;30;38;34;31;81;43;59;57;55;45;52;65;53;76;103;67;80;52;33;74;73;70;42;24;25;55
24.03.2016;19:00;22;43;58;31;46;46;36;128;48;54;17;45;40;32;39;23;29;25;40;37;49;42;21;;49;31;17;46;32;47;45;37;89;45;59;61;62;58;64;69;61;87;;56;78;62;34;68;76;71;55;28;26;51
24.03.2016;20:00;18;52;69;24;;60;38;116;53;52;15;52;43;40;42;34;51;31;39;36;45;42;33;47;53;40;17;55;38;51;51;62;69;57;62;55;63;71;;67;67;79;111;63;;61;42;69;81;77;52;27;32;46
24.03.2016;21:00;16;60;55;;54;66;43;94;52;46;12;46;42;39;40;28;43;36;33;39;50;43;26;50;58;44;17;55;26;54;48;55;57;53;59;51;64;57;65;71;72;81;86;58;83;59;37;62;74;66;42;26;55;45
24.03.2016;22:00;16;50;36;44;46;52;42;73;51;49;<10;42;46;36;37;30;32;37;27;40;53;35;15;48;46;28;11;52;27;37;;;42;37;56;51;58;59;55;61;65;51;72;54;77;42;34;50;61;64;41;25;47;49
24.03.2016;23:00;13;43;39;39;46;28;35;74;45;38;<10;40;42;36;33;20;19;21;28;27;34;33;16;44;38;24;<10;51;23;29;38;44;33;34;55;49;45;;54;63;56;55;74;55;62;30;28;46;54;58;37;19;40;44
24.03.2016;24:00;<10;49;33;29;41;20;30;52;40;29;<10;30;34;31;28;13;17;15;33;31;22;29;10;41;31;21;<10;;16;29;35;37;34;37;50;42;39;35;41;40;48;68;57;43;54;22;18;47;44;48;29;12;24;
25.03.2016;01:00;<10;39;21;17;33;18;31;44;35;23;<10;25;28;24;27;11;14;12;42;32;19;35;<10;38;21;14;<10;26;12;26;34;37;25;;45;36;29;30;28;38;38;62;41;35;49;23;18;40;;49;30;11;32;29
25.03.2016;02:00;<10;30;20;16;26;15;30;36;30;19;<10;21;21;;20;<10;13;12;17;21;18;23;<10;33;21;11;<10;27;12;22;23;35;20;22;35;29;23;23;22;30;26;53;37;33;36;16;15;27;26;29;28;<10;33;20
25.03.2016;03:00;<10;26;17;15;25;10;17;30;23;14;<10;21;13;<10;15;<10;11;10;16;11;16;18;<10;23;19;<10;<10;24;12;18;15;35;16;21;26;24;20;18;17;23;22;39;22;26;25;15;12;25;24;24;;<10;18;18
25.03.2016;04:00;<10;24;13;<10;22;<10;11;23;14;12;<10;18;11;<10;13;<10;<10;<10;22;;14;24;<10;17;15;<10;<10;19;10;15;14;22;14;19;19;13;;16;16;;18;32;21;22;25;12;<10;29;22;25;18;<10;13;17
25.03.2016;05:00;<10;18;12;<10;17;;<10;20;;10;<10;13;<10;<10;12;<10;<10;<10;20;<10;<10;15;<10;14;13;<10;<10;15;<10;13;15;18;<10;12;17;15;13;13;14;21;15;22;23;23;20;10;<10;23;16;24;16;<10;10;15
25.03.2016;06:00;;15;12;<10;19;<10;;24;12;17;<10;19;<10;<10;11;10;<10;<10;<10;11;13;12;<10;14;14;16;<10;14;<10;11;<10;19;12;<10;18;15;23;13;16;27;19;22;26;23;30;<10;<10;18;19;21;22;<10;15;13
25.03.2016;07:00;<10;12;16;<10;17;12;<10;24;10;;<10;18;<10;<10;11;<10;<10;<10;;19;14;11;<10;11;14;11;<10;11;<10;14;<10;19;18;<10;;12;27;14;16;22;18;18;30;21;29;<10;<10;20;17;18;40;<10;13;14
25.03.2016;08:00;<10;11;19;<10;17;14;<10;30;12;19;<10;15;<10;<10;11;;<10;<10;<10;24;14;<10;<10;14;15;16;<10;13;<10;14;<10;21;19;<10;15;15;28;12;13;20;19;17;29;23;28;<10;<10;;18;21;51;<10;14;14
25.03.2016;09:00;<10;11;13;<10;18;14;<10;32;<10;19;<10;18;<10;<10;<10;<10;<10;<10;<10;21;15;10;<10;13;13;13;<10;13;<10;18;12;22;19;<10;15;14;24;12;16;22;18;23;31;24;31;<10;<10;12;19;24;38;<10;19;15
25.03.2016;10:00;10;12;13;<10;19;13;<10;41;<10;16;<10;21;<10;<10;11;12;<10;<10;10;26;12;;12;13;15;18;<10;14;<10;20;13;23;22;<10;15;;26;18;22;27;21;27;39;29;33;12;<10;19;29;27;22;<10;20;17
25.03.2016;11:00;<10;;11;11;16;<10;<10;49;12;15;<10;21;11;<10;15;<10;<10;<10;16;16;16;16;12;14;18;12;<10;14;<10;17;11;21;26;13;22;20;21;19;22;28;25;32;47;35;46;13;12;24;30;31;24;<10;19;18
25.03.2016;12:00;10;14;<10;12;19;<10;12;54;15;19;<10;21;14;<10;15;<10;14;<10;18;<10;16;22;13;19;17;<10;<10;18;;13;14;20;30;12;25;22;22;22;25;31;29;40;52;32;48;16;14;24;39;33;24;<10;18;20
25.03.2016;13:00;11;15;<10;14;23;<10;13;65;16;23;<10;22;12;15;17;<10;<10;11;20;<10;;22;15;21;18;11;<10;19;<10;;16;19;37;22;24;22;26;23;28;41;;43;51;37;39;26;17;26;46;49;25;<10;20;19
25.03.2016;14:00;13;14;<10;18;24;13;15;73;18;25;<10;24;15;15;19;<10;13;14;29;<10;25;23;16;22;28;;<10;17;<10;12;22;25;35;16;31;34;32;27;33;37;38;;53;32;49;25;22;29;51;44;28;<10;24;21
25.03.2016;15:00;16;14;25;19;36;15;20;74;23;30;<10;56;25;22;21;<10;19;19;23;15;25;29;11;24;35;19;<10;21;<10;13;30;26;46;16;39;39;34;32;38;47;36;44;82;55;63;27;22;37;53;50;25;<10;18;32
25.03.2016;16:00;19;19;25;<10;19;16;24;54;31;24;<10;;20;27;29;15;13;<10;16;21;16;29;<10;32;24;36;<10;31;11;23;44;24;;22;45;48;26;30;38;42;18;36;63;42;54;19;15;34;56;59;12;<10;11;38
25.03.2016;17:00;14;23;15;10;18;<10;<10;58;23;41;<10;60;18;16;24;<10;<10;11;12;16;12;22;<10;29;19;29;<10;33;16;17;30;28;57;31;48;40;35;33;46;39;18;32;48;30;55;22;;33;66;54;19;11;11;26
25.03.2016;18:00;13;25;15;<10;20;<10;<10;;22;26;<10;56;;23;35;11;;;10;18;11;11;11;19;;33;<10;21;24;22;36;17;38;29;54;42;24;35;50;45;19;50;51;39;59;;13;29;55;68;14;19;<10;28
25.03.2016;19:00;18;;10;15;16;<10;10;56;38;26;<10;58;14;15;30;<10;<10;<10;11;15;15;19;14;20;14;28;11;31;12;19;31;18;53;36;74;59;25;32;44;46;15;59;44;27;48;32;16;43;70;65;18;17;<10;27
25.03.2016;20:00;19;18;<10;21;26;<10;13;71;41;25;<10;62;18;27;38;<10;<10;<10;11;19;16;26;13;;16;28;11;43;10;17;43;28;62;34;81;70;26;35;50;61;21;40;;36;47;30;16;44;70;76;15;<10;<10;32
